OP,GPU_num,GPU_used,data_size(B),Bandwidth(GB/s)
all_reduce_perf,4,0237,2147483648,360.04
all_reduce_perf,4,0245,2147483648,361.18
all_reduce_perf,4,0246,2147483648,359.95
all_reduce_perf,4,0247,2147483648,360.20
all_reduce_perf,4,0256,2147483648,360.52
all_reduce_perf,4,0257,2147483648,361.92
all_reduce_perf,4,0267,2147483648,361.22
all_reduce_perf,4,0345,2147483648,360.39
all_reduce_perf,4,0346,2147483648,360.24
all_reduce_perf,4,0347,2147483648,360.49
all_reduce_perf,4,0356,2147483648,361.45
all_reduce_perf,4,0357,2147483648,360.19
all_reduce_perf,4,0367,2147483648,361.62
all_reduce_perf,4,0456,2147483648,360.97
all_reduce_perf,4,0457,2147483648,361.08
all_reduce_perf,4,0467,2147483648,361.21
all_reduce_perf,4,0567,2147483648,359.56
all_reduce_perf,4,1234,2147483648,360.97
all_reduce_perf,4,1235,2147483648,361.54
all_reduce_perf,4,1236,2147483648,361.49
all_reduce_perf,4,1237,2147483648,360.72
all_reduce_perf,4,1245,2147483648,360.54
all_reduce_perf,4,1246,2147483648,360.86
all_reduce_perf,4,1247,2147483648,360.47
all_reduce_perf,4,1256,2147483648,361.76
all_reduce_perf,4,1257,2147483648,360.16
all_reduce_perf,4,1267,2147483648,360.10
all_reduce_perf,4,1345,2147483648,360.62
all_reduce_perf,4,1346,2147483648,361.44
all_reduce_perf,4,1347,2147483648,360.42
all_reduce_perf,4,1356,2147483648,361.71
all_reduce_perf,4,1357,2147483648,360.50
all_reduce_perf,4,1367,2147483648,360.53
all_reduce_perf,4,1456,2147483648,361.65
all_reduce_perf,4,1457,2147483648,360.52
all_reduce_perf,4,1467,2147483648,361.67
all_reduce_perf,4,1567,2147483648,361.64
all_reduce_perf,4,2345,2147483648,361.11
all_reduce_perf,4,2346,2147483648,360.10
all_reduce_perf,4,2347,2147483648,361.74
all_reduce_perf,4,2356,2147483648,360.27
all_reduce_perf,4,2357,2147483648,359.77
all_reduce_perf,4,2367,2147483648,361.37
all_reduce_perf,4,2456,2147483648,360.39
all_reduce_perf,4,2457,2147483648,361.55
all_reduce_perf,4,2467,2147483648,360.34
all_reduce_perf,4,2567,2147483648,361.77
all_reduce_perf,4,3456,2147483648,359.51
all_reduce_perf,4,3457,2147483648,361.55
all_reduce_perf,4,3467,2147483648,360.49
all_reduce_perf,4,3567,2147483648,361.46
all_reduce_perf,4,4567,2147483648,360.10
all_reduce_perf,5,01234,2147483648,408.90
all_reduce_perf,5,01235,2147483648,411.42
all_reduce_perf,5,01236,2147483648,408.99
all_reduce_perf,5,01237,2147483648,412.31
all_reduce_perf,5,01245,2147483648,409.68
all_reduce_perf,5,01246,2147483648,407.38
all_reduce_perf,5,01247,2147483648,407.55
all_reduce_perf,5,01256,2147483648,409.13
all_reduce_perf,5,01257,2147483648,405.98
all_reduce_perf,5,01267,2147483648,406.95
all_reduce_perf,5,01345,2147483648,409.66
all_reduce_perf,5,01346,2147483648,407.64
all_reduce_perf,5,01347,2147483648,406.82
all_reduce_perf,5,01356,2147483648,408.34
all_reduce_perf,5,01357,2147483648,409.51
all_reduce_perf,5,01367,2147483648,406.82
all_reduce_perf,5,01456,2147483648,410.54
all_reduce_perf,5,01457,2147483648,409.09
all_reduce_perf,5,01467,2147483648,406.85
all_reduce_perf,5,01567,2147483648,408.06
all_reduce_perf,5,02345,2147483648,410.79
all_reduce_perf,5,02346,2147483648,409.68
all_reduce_perf,5,02347,2147483648,411.36
all_reduce_perf,5,02356,2147483648,409.59
all_reduce_perf,5,02357,2147483648,411.94
all_reduce_perf,5,02367,2147483648,409.45
all_reduce_perf,5,02456,2147483648,407.20
all_reduce_perf,5,02457,2147483648,409.96
all_reduce_perf,5,02467,2147483648,410.15
all_reduce_perf,5,02567,2147483648,410.60
all_reduce_perf,5,03456,2147483648,410.02
all_reduce_perf,5,03457,2147483648,409.95
all_reduce_perf,5,03467,2147483648,407.59
all_reduce_perf,5,03567,2147483648,407.27
all_reduce_perf,5,04567,2147483648,408.53
all_reduce_perf,5,12345,2147483648,410.75
all_reduce_perf,5,12346,2147483648,411.91
all_reduce_perf,5,12347,2147483648,411.35
all_reduce_perf,5,12356,2147483648,408.51
all_reduce_perf,5,12357,2147483648,407.91
all_reduce_perf,5,12367,2147483648,411.51
all_reduce_perf,5,12456,2147483648,410.77
all_reduce_perf,5,12457,2147483648,410.11
all_reduce_perf,5,12467,2147483648,412.23
all_reduce_perf,5,12567,2147483648,410.34
all_reduce_perf,5,13456,2147483648,407.45
all_reduce_perf,5,13457,2147483648,410.76
all_reduce_perf,5,13467,2147483648,408.02
all_reduce_perf,5,13567,2147483648,407.98
all_reduce_perf,5,14567,2147483648,407.19
all_reduce_perf,5,23456,2147483648,411.72
all_reduce_perf,5,23457,2147483648,411.31
all_reduce_perf,5,23467,2147483648,410.80
all_reduce_perf,5,23567,2147483648,409.14
all_reduce_perf,5,24567,2147483648,411.91
all_reduce_perf,5,34567,2147483648,412.20
all_reduce_perf,6,012345,2147483648,432.61
all_reduce_perf,6,012346,2147483648,431.97
all_reduce_perf,6,012347,2147483648,431.52
all_reduce_perf,6,012356,2147483648,430.27
all_reduce_perf,6,012357,2147483648,431.98
all_reduce_perf,6,012367,2147483648,432.38
all_reduce_perf,6,012456,2147483648,432.64
all_reduce_perf,6,012457,2147483648,431.44
all_reduce_perf,6,012467,2147483648,431.28
all_reduce_perf,6,012567,2147483648,431.08
all_reduce_perf,6,013456,2147483648,431.43
all_reduce_perf,6,013457,2147483648,431.28
all_reduce_perf,6,013467,2147483648,431.59
all_reduce_perf,6,013567,2147483648,431.30
all_reduce_perf,6,014567,2147483648,432.44
all_reduce_perf,6,023456,2147483648,431.28
all_reduce_perf,6,023457,2147483648,431.32
all_reduce_perf,6,023467,2147483648,431.33
all_reduce_perf,6,023567,2147483648,432.67
all_reduce_perf,6,024567,2147483648,431.95
all_reduce_perf,6,034567,2147483648,432.51
all_reduce_perf,6,123456,2147483648,432.30
all_reduce_perf,6,123457,2147483648,431.08
all_reduce_perf,6,123467,2147483648,431.34
all_reduce_perf,6,123567,2147483648,432.10
all_reduce_perf,6,124567,2147483648,431.89
all_reduce_perf,6,134567,2147483648,432.68
all_reduce_perf,6,234567,2147483648,432.18
all_reduce_perf,7,0123456,2147483648,459.67
all_reduce_perf,7,0123457,2147483648,459.49
all_reduce_perf,7,0123467,2147483648,460.77
all_reduce_perf,7,0123567,2147483648,460.78
all_reduce_perf,7,0124567,2147483648,460.94
all_reduce_perf,7,0134567,2147483648,460.64
all_reduce_perf,7,0234567,2147483648,459.94
all_reduce_perf,7,1234567,2147483648,460.38
all_reduce_perf,8,01234567,2147483648,473.63
