test_num,total_gpu,bw_type,cluster_type,if_dynamic,BandDisp,BandDisp_time,Default,Default_time,Tree,Tree_time,EHA,EHA_time,Topo,Topo_time,Random,Random_time,UpperBandDisp,UpperBandDisp_time
2,32,1111,Het-4Mix,True,93.50187175119312,0.013166151046752929,37.40475407442901,2.135753631591797e-05,81.23783141783306,0.007919354438781738,93.4902634439305,0.0047000408172607425,91.40969095237841,0.0007583236694335937,10.411084156287984,2.3365020751953125e-05,93.50187175119312,0.002174344062805176
3,32,1111,Het-4Mix,True,60.91968073989802,0.013942737579345704,26.95260743734857,2.2177696228027343e-05,47.212351897982586,0.008788003921508789,75.92623684668916,0.004595141410827636,76.50588762580885,0.0027712059020996095,5.8729663190996355,2.2473335266113282e-05,76.6089970732573,0.001975116729736328
4,32,1111,Het-4Mix,True,69.78541028805351,0.014062743186950683,29.986561801116363,2.4442672729492187e-05,52.414405259959594,0.00785233497619629,81.17667670405375,0.005349431037902832,76.61849708902035,0.006165585517883301,6.543628855736881,2.3665428161621095e-05,84.1664657365238,0.001703815460205078
5,32,1111,Het-4Mix,True,64.2549131222683,0.04239567756652832,24.46455727904062,3.0837059020996095e-05,19.86372477010937,0.03128498554229736,65.73084616574847,0.008449835777282715,58.300595523080894,0.005043067932128906,2.3408329336885036,2.6140213012695313e-05,72.88838612425462,0.003920187950134277
6,32,1111,Het-4Mix,True,74.57370775267904,0.04243782043457031,30.731016375918493,3.1800270080566405e-05,46.725778736371346,0.023896970748901368,74.78008619948619,0.015819945335388184,53.0779591893022,0.003867487907409668,4.462303898758943,2.6440620422363283e-05,78.51751324408269,0.003845071792602539
7,32,1111,Het-4Mix,True,68.17625306055074,0.04702065467834473,31.079116501180042,3.23486328125e-05,39.95643113899118,0.019367852210998536,67.85227472475555,0.025135068893432616,47.933438184499046,0.0015941143035888671,6.277531415859935,2.620697021484375e-05,72.9796422148672,0.00426605224609375
8,32,1111,Het-4Mix,True,69.8908947691522,0.05402534961700439,26.635799884947748,3.2401084899902345e-05,49.92455604513027,0.019112200736999513,68.55545155531482,0.03276071071624756,40.368154591026254,0.0003014993667602539,11.394964762443799,2.5806427001953124e-05,71.97132888804659,0.005165128707885742
9,32,1111,Het-4Mix,True,46.43513346891453,0.15832210063934327,18.366615860487688,3.756999969482422e-05,28.465098182229035,0.04821798324584961,46.20936796710281,0.10693644523620606,18.79616661659644,2.5005340576171874e-05,6.24560642100672,2.986431121826172e-05,75.64474217407322,0.02095642566680908
10,32,1111,Het-4Mix,True,77.27446485119617,0.13812870979309083,25.830374817217646,3.801822662353516e-05,33.45058569031003,0.04689936637878418,73.43583467682208,0.08788867950439454,25.80726477977082,2.5181770324707032e-05,7.562893940132269,2.9883384704589845e-05,76.77425137651429,0.018078112602233888
11,32,1111,Het-4Mix,True,77.86945220948638,0.11187873363494873,23.412196809855104,3.921985626220703e-05,35.30982019987182,0.04149980545043945,74.7628271295337,0.06674731731414794,23.905916310420093,2.5515556335449218e-05,16.81930954198419,3.0260086059570313e-05,77.64422878275562,0.013257365226745605
12,32,1111,Het-4Mix,True,72.38803386046362,0.09088040828704834,23.89081237744689,3.8957595825195314e-05,39.395151614085854,0.037531557083129885,67.58903233793887,0.050047354698181154,23.050613953903067,2.5649070739746093e-05,21.39765218974791,2.9926300048828124e-05,71.46050405955503,0.0099802827835083
13,32,1111,Het-4Mix,True,76.95482274228685,0.09048560619354248,25.398989566127888,4.040241241455078e-05,41.3215374573741,0.037252197265625,72.80413934442613,0.049652323722839356,25.75318093546563,2.55584716796875e-05,26.507540422708747,3.067493438720703e-05,75.49318543821636,0.009222536087036133
14,32,1111,Het-4Mix,True,78.15469603321294,0.08964609622955322,29.57954041326966,4.111289978027344e-05,44.309714245130245,0.037030725479125975,74.49132766938216,0.04910399913787842,30.05696763562545,2.6268959045410158e-05,28.766903933684507,3.0698776245117185e-05,76.20537228967216,0.009374418258666993
