test_num,total_gpu,bw_type,cluster_type,if_dynamic,BandDisp,BandDisp_time,Default,Default_time,Tree,Tree_time,EHA,EHA_time,Topo,Topo_time,Random,Random_time,UpperBandDisp,UpperBandDisp_time
2,32,1111,H100_26H100_27H100_28H100_29,True,100.0,0.016857714653015138,100.0,2.1653175354003905e-05,100.0,0.011478173732757568,100.0,0.004690313339233398,100.0,0.0007071375846862793,38.26761663088034,2.3741722106933593e-05,100.0,0.002233316898345947
3,32,1111,H100_26H100_27H100_28H100_29,True,100.0,0.016101853847503664,100.0,2.239227294921875e-05,78.60849197223286,0.011339585781097412,100.0,0.00429542064666748,100.0,0.0025377726554870607,32.20144319655134,2.4135112762451173e-05,100.0,0.002014017105102539
4,32,1111,H100_26H100_27H100_28H100_29,True,93.06503749676754,0.01802766799926758,95.42539436255498,2.398967742919922e-05,74.64747780962614,0.010616071224212646,95.42539436255498,0.006870875358581543,95.42539436255498,0.005084397792816162,26.64193882641981,2.3984909057617186e-05,100.0,0.0018577432632446288
5,32,1111,H100_26H100_27H100_28H100_29,True,92.2584676136239,0.04750442743301392,93.51638818479749,3.12352180480957e-05,51.41324990883361,0.03585308313369751,93.51638818479749,0.008681092262268066,93.51638818479749,0.004622809886932373,33.40246790864269,2.6867389678955078e-05,100.0,0.004187366962432861
6,32,1111,H100_26H100_27H100_28H100_29,True,90.69397005626192,0.04812040567398071,86.08162122622988,3.1752586364746095e-05,65.99731724679913,0.03246061325073242,91.15292894499491,0.012789900302886964,86.08162122622988,0.0034123492240905762,30.747294179983392,2.7053356170654297e-05,100.0,0.004234485626220703
7,32,1111,H100_26H100_27H100_28H100_29,True,91.39704285356278,0.05497004508972168,83.0675277496202,3.286123275756836e-05,57.13159619389418,0.029573516845703127,91.39704285356278,0.022679426670074464,83.0675277496202,0.0013533425331115722,31.486811311847998,2.701759338378906e-05,100.0,0.004946668148040772
8,32,1111,H100_26H100_27H100_28H100_29,True,90.00940813030964,0.0661272144317627,77.38417071880997,3.30352783203125e-05,76.68486246959982,0.02225433588027954,89.59288090672874,0.04142830133438111,77.38417071880997,0.00028246641159057617,36.13940521136141,2.569437026977539e-05,100.0,0.006560373306274414
9,32,1111,H100_26H100_27H100_28H100_29,True,71.70808565494521,0.18323137760162353,57.94414161777403,3.853797912597656e-05,58.656651863325024,0.05497552871704101,71.56068449171032,0.12483360290527344,57.94414161777403,2.5560855865478514e-05,44.633071171082356,3.069162368774414e-05,100.0,0.02318643093109131
10,32,1111,H100_26H100_27H100_28H100_29,True,99.995475752863,0.16571385860443116,73.76075891492881,3.9911270141601564e-05,57.73690996120002,0.05477636575698853,99.98430651774353,0.10772431373596192,73.76075891492881,2.619028091430664e-05,43.881002562188115,3.197193145751953e-05,100.0,0.0210891056060791
11,32,1111,H100_26H100_27H100_28H100_29,True,100.0,0.14228335857391358,87.60843104797578,3.973007202148437e-05,58.97305646899518,0.05055854320526123,100.0,0.08817025899887085,87.60843104797578,2.663850784301758e-05,48.733664636185864,3.113746643066406e-05,100.0,0.016907250881195067
